																															Issued For Information	Issued For Information	Issued For Information	Issued For Information	Issued For Information	Issued For Information 	Issued For Information	Issued For Information	Issued For Information	Issued For Information	Issued For Information	Issued For Information	Issued For Information	Issued For Approval	Issued For Information	Issued For Information	Issued For Information	Issued For Information	Issued For Information	Issued For Information	Early Works
	SFS	COX	01	DR	AR	18	L3	02	ARCHITECTURAL SERVICES	INSULATION AND VENTILATION PLAN		LEVEL 3 ZONE B	AR18L302	SFS-COX-01-DR-AR18L302	INSULATION AND VENTILATION PLAN - LEVEL 3 ZONE B		SYDNEY	ARCHITECTURE			1	2	200	A0	2D Drawing	Architectural	Design Development	L3 - Level 3	COX Architects	02 - Building Zone B															X						
	SFS	COX	01	DR	AR	18	L3	03	ARCHITECTURAL SERVICES	INSULATION AND VENTILATION PLAN		LEVEL 3 ZONE C	AR18L303	SFS-COX-01-DR-AR18L303	INSULATION AND VENTILATION PLAN - LEVEL 3 ZONE C		SYDNEY	ARCHITECTURE			1	2	200	A0	2D Drawing	Architectural	Design Development	L3 - Level 3	COX Architects	03 - Building Zone C															X						
	SFS	COX	01	DR	AR	18	L3	04	ARCHITECTURAL SERVICES	INSULATION AND VENTILATION PLAN		LEVEL 3 ZONE D	AR18L304	SFS-COX-01-DR-AR18L304	INSULATION AND VENTILATION PLAN - LEVEL 3 ZONE D		SYDNEY	ARCHITECTURE			1	2	200	A0	2D Drawing	Architectural	Design Development	L3 - Level 3	COX Architects	04 - Building Zone D															X						
	SFS	COX	01	DR	AR	18	L3	05	ARCHITECTURAL SERVICES	INSULATION AND VENTILATION PLAN		LEVEL 3 ZONE E	AR18L305	SFS-COX-01-DR-AR18L305	INSULATION AND VENTILATION PLAN - LEVEL 3 ZONE E		SYDNEY	ARCHITECTURE			1	2	200	A0	2D Drawing	Architectural	Design Development	L3 - Level 3	COX Architects	05 - Building Zone E															X						
	SFS	COX	01	DR	AR	18	L3	06	ARCHITECTURAL SERVICES	INSULATION AND VENTILATION PLAN		LEVEL 3 ZONE F	AR18L306	SFS-COX-01-DR-AR18L306	INSULATION AND VENTILATION PLAN - LEVEL 3 ZONE F		SYDNEY	ARCHITECTURE			1	2	200	A0	2D Drawing	Architectural	Design Development	L3 - Level 3	COX Architects	06 - Building Zone F															X						
	SFS	COX	01	DR	AR	18	L4	01	ARCHITECTURAL SERVICES	INSULATION AND VENTILATION PLAN		LEVEL 4 ZONE A	AR18L401	SFS-COX-01-DR-AR18L401	INSULATION AND VENTILATION PLAN - LEVEL 4 ZONE A		SYDNEY	ARCHITECTURE			1	2	200	A0	2D Drawing	Architectural	Design Development	L4 - Level 4	COX Architects	01 - Building Zone A															X						
	SFS	COX	01	DR	AR	18	L4	02	ARCHITECTURAL SERVICES	INSULATION AND VENTILATION PLAN		LEVEL 4 ZONE B	AR18L402	SFS-COX-01-DR-AR18L402	INSULATION AND VENTILATION PLAN - LEVEL 4 ZONE B		SYDNEY	ARCHITECTURE			1	2	200	A0	2D Drawing	Architectural	Design Development	L4 - Level 4	COX Architects	02 - Building Zone B															X						
	SFS	COX	01	DR	AR	18	L4	03	ARCHITECTURAL SERVICES	INSULATION AND VENTILATION PLAN		LEVEL 4 ZONE C	AR18L403	SFS-COX-01-DR-AR18L403	INSULATION AND VENTILATION PLAN - LEVEL 4 ZONE C		SYDNEY	ARCHITECTURE			1	2	200	A0	2D Drawing	Architectural	Design Development	L4 - Level 4	COX Architects	03 - Building Zone C															X						
	SFS	COX	01	DR	AR	18	L4	04	ARCHITECTURAL SERVICES	INSULATION AND VENTILATION PLAN		LEVEL 4 ZONE D	AR18L404	SFS-COX-01-DR-AR18L404	INSULATION AND VENTILATION PLAN - LEVEL 4 ZONE D		SYDNEY	ARCHITECTURE			1	2	200	A0	2D Drawing	Architectural	Design Development	L4 - Level 4	COX Architects	04 - Building Zone D															X						
	SFS	COX	01	DR	AR	18	L4	05	ARCHITECTURAL SERVICES	INSULATION AND VENTILATION PLAN		LEVEL 4 ZONE E	AR18L405	SFS-COX-01-DR-AR18L405	INSULATION AND VENTILATION PLAN - LEVEL 4 ZONE E		SYDNEY	ARCHITECTURE			1	2	200	A0	2D Drawing	Architectural	Design Development	L4 - Level 4	COX Architects	05 - Building Zone E															X						
	SFS	COX	01	DR	AR	18	L4	06	ARCHITECTURAL SERVICES	INSULATION AND VENTILATION PLAN		LEVEL 4 ZONE F	AR18L406	SFS-COX-01-DR-AR18L406	INSULATION AND VENTILATION PLAN - LEVEL 4 ZONE F		SYDNEY	ARCHITECTURE			1	2	200	A0	2D Drawing	Architectural	Design Development	L4 - Level 4	COX Architects	06 - Building Zone F															X						
	SFS	COX	01	DR	AR	20	L0	11	ARCHITECTURAL SERVICES	SECTOR PLAN		BASEMENT SECTOR 01	AR20L011	SFS-COX-01-DR-AR20L011	SECTOR PLAN - BASEMENT SECTOR 01		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	L0 - Basement	COX Architects	11 - Building Sector 1																					
	SFS	COX	01	DR	AR	20	L0	20	ARCHITECTURAL SERVICES	SECTOR PLAN		BASEMENT SECTOR 10	AR20L020	SFS-COX-01-DR-AR20L020	SECTOR PLAN - BASEMENT SECTOR 10		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	L0 - Basement	COX Architects	20 - Building Sector 10																					
	SFS	COX	01	DR	AR	20	L0	24	ARCHITECTURAL SERVICES	SECTOR PLAN		BASEMENT SECTOR 14	AR20L024	SFS-COX-01-DR-AR20L024	SECTOR PLAN - BASEMENT SECTOR 14		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	L0 - Basement	COX Architects	24 - Building Sector 14																					
	SFS	COX	01	DR	AR	20	L0	25	ARCHITECTURAL SERVICES	SECTOR PLAN		BASEMENT SECTOR 15	AR20L025	SFS-COX-01-DR-AR20L025	SECTOR PLAN - BASEMENT SECTOR 15		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	L0 - Basement	COX Architects	25 - Building Sector 15																					
	SFS	COX	01	DR	AR	20	L0	12	ARCHITECTURAL SERVICES	SECTOR PLAN		BASEMENT SECTOR 02	AR20L012	SFS-COX-01-DR-AR20L012	SECTOR PLAN - BASEMENT SECTOR 02		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	L0 - Basement	COX Architects	12 - Building Sector 2																					
	SFS	COX	01	DR	AR	20	L0	13	ARCHITECTURAL SERVICES	SECTOR PLAN		BASEMENT SECTOR 03	AR20L013	SFS-COX-01-DR-AR20L013	SECTOR PLAN - BASEMENT SECTOR 03		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	L0 - Basement	COX Architects	13 - Building Sector 3																					
	SFS	COX	01	DR	AR	20	L0	14	ARCHITECTURAL SERVICES	SECTOR PLAN		BASEMENT SECTOR 04	AR20L014	SFS-COX-01-DR-AR20L014	SECTOR PLAN - BASEMENT SECTOR 04		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	L0 - Basement	COX Architects	14 - Building Sector 4																					
	SFS	COX	01	DR	AR	20	L0	15	ARCHITECTURAL SERVICES	SECTOR PLAN		BASEMENT SECTOR 05	AR20L015	SFS-COX-01-DR-AR20L015	SECTOR PLAN - BASEMENT SECTOR 05		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	L0 - Basement	COX Architects	15 - Building Sector 5																					
	SFS	COX	01	DR	AR	20	L0	16	ARCHITECTURAL SERVICES	SECTOR PLAN		BASEMENT SECTOR 06	AR20L016	SFS-COX-01-DR-AR20L016	SECTOR PLAN - BASEMENT SECTOR 06		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	L0 - Basement	COX Architects	16 - Building Sector 6																					
	SFS	COX	01	DR	AR	20	L0	17	ARCHITECTURAL SERVICES	SECTOR PLAN		BASEMENT SECTOR 07	AR20L017	SFS-COX-01-DR-AR20L017	SECTOR PLAN - BASEMENT SECTOR 07		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	L0 - Basement	COX Architects	17 - Building Sector 7																					
	SFS	COX	01	DR	AR	20	L0	18	ARCHITECTURAL SERVICES	SECTOR PLAN		BASEMENT SECTOR 08	AR20L018	SFS-COX-01-DR-AR20L018	SECTOR PLAN - BASEMENT SECTOR 08		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	L0 - Basement	COX Architects	18 - Building Sector 8																					
	SFS	COX	01	DR	AR	20	L0	19	ARCHITECTURAL SERVICES	SECTOR PLAN		BASEMENT SECTOR 09	AR20L019	SFS-COX-01-DR-AR20L019	SECTOR PLAN - BASEMENT SECTOR 09		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	L0 - Basement	COX Architects	19 - Building Sector 9																					
	SFS	COX	01	DR	AR	20	L1M	11	ARCHITECTURAL SERVICES	SECTOR PLAN		CONCOURSE MEZZANINE SECTOR 01	AR20L1M11	SFS-COX-01-DR-AR20L1M11	SECTOR PLAN - CONCOURSE MEZZANINE SECTOR 01		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	L1M - Concourse Mezzanine	COX Architects	11 - Building Sector 1																					
	SFS	COX	01	DR	AR	20	L1M	20	ARCHITECTURAL SERVICES	SECTOR PLAN		CONCOURSE MEZZANINE SECTOR 10	AR20L1M20	SFS-COX-01-DR-AR20L1M20	SECTOR PLAN - CONCOURSE MEZZANINE SECTOR 10		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	L1M - Concourse Mezzanine	COX Architects	20 - Building Sector 10																					
	SFS	COX	01	DR	AR	20	L1M	12	ARCHITECTURAL SERVICES	SECTOR PLAN		CONCOURSE MEZZANINE SECTOR 02	AR20L1M12	SFS-COX-01-DR-AR20L1M12	SECTOR PLAN - CONCOURSE MEZZANINE SECTOR 02		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	L1M - Concourse Mezzanine	COX Architects	12 - Building Sector 2																					
	SFS	COX	01	DR	AR	20	L1M	13	ARCHITECTURAL SERVICES	SECTOR PLAN		CONCOURSE MEZZANINE SECTOR 03	AR20L1M13	SFS-COX-01-DR-AR20L1M13	SECTOR PLAN - CONCOURSE MEZZANINE SECTOR 03		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	L1M - Concourse Mezzanine	COX Architects	13 - Building Sector 3																					
	SFS	COX	01	DR	AR	20	L1M	14	ARCHITECTURAL SERVICES	SECTOR PLAN		CONCOURSE MEZZANINE SECTOR 04	AR20L1M14	SFS-COX-01-DR-AR20L1M14	SECTOR PLAN - CONCOURSE MEZZANINE SECTOR 04		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	L1M - Concourse Mezzanine	COX Architects	14 - Building Sector 4																					
	SFS	COX	01	DR	AR	20	L1M	15	ARCHITECTURAL SERVICES	SECTOR PLAN		CONCOURSE MEZZANINE SECTOR 05	AR20L1M15	SFS-COX-01-DR-AR20L1M15	SECTOR PLAN - CONCOURSE MEZZANINE SECTOR 05		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	L1M - Concourse Mezzanine	COX Architects	15 - Building Sector 5																					
	SFS	COX	01	DR	AR	20	L1M	16	ARCHITECTURAL SERVICES	SECTOR PLAN		CONCOURSE MEZZANINE SECTOR 06	AR20L1M16	SFS-COX-01-DR-AR20L1M16	SECTOR PLAN - CONCOURSE MEZZANINE SECTOR 06		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	L1M - Concourse Mezzanine	COX Architects	16 - Building Sector 6																					
	SFS	COX	01	DR	AR	20	L1M	17	ARCHITECTURAL SERVICES	SECTOR PLAN		CONCOURSE MEZZANINE SECTOR 07	AR20L1M17	SFS-COX-01-DR-AR20L1M17	SECTOR PLAN - CONCOURSE MEZZANINE SECTOR 07		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	L1M - Concourse Mezzanine	COX Architects	17 - Building Sector 7																					
	SFS	COX	01	DR	AR	20	L1M	18	ARCHITECTURAL SERVICES	SECTOR PLAN		CONCOURSE MEZZANINE SECTOR 08	AR20L1M18	SFS-COX-01-DR-AR20L1M18	SECTOR PLAN - CONCOURSE MEZZANINE SECTOR 08		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	L1M - Concourse Mezzanine	COX Architects	18 - Building Sector 8																					
	SFS	COX	01	DR	AR	20	L1M	19	ARCHITECTURAL SERVICES	SECTOR PLAN		CONCOURSE MEZZANINE SECTOR 09	AR20L1M19	SFS-COX-01-DR-AR20L1M19	SECTOR PLAN - CONCOURSE MEZZANINE SECTOR 09		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	L1M - Concourse Mezzanine	COX Architects	19 - Building Sector 9																					
	SFS	COX	01	DR	AR	20	L1	11	ARCHITECTURAL SERVICES	SECTOR PLAN		CONCOURSE SECTOR 01	AR20L111	SFS-COX-01-DR-AR20L111	SECTOR PLAN - CONCOURSE SECTOR 01		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	L1 - Concourse	COX Architects	11 - Building Sector 1																					
	SFS	COX	01	DR	AR	20	L1	20	ARCHITECTURAL SERVICES	SECTOR PLAN		CONCOURSE SECTOR 10	AR20L120	SFS-COX-01-DR-AR20L120	SECTOR PLAN - CONCOURSE SECTOR 10		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	L1 - Concourse	COX Architects	20 - Building Sector 10																					
	SFS	COX	01	DR	AR	20	L1	21	ARCHITECTURAL SERVICES	SECTOR PLAN		CONCOURSE SECTOR 11	AR20L121	SFS-COX-01-DR-AR20L121	SECTOR PLAN - CONCOURSE SECTOR 11		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	L1 - Concourse	COX Architects	21 - Building Sector 11																					
	SFS	COX	01	DR	AR	20	L1	22	ARCHITECTURAL SERVICES	SECTOR PLAN		CONCOURSE SECTOR 12	AR20L122	SFS-COX-01-DR-AR20L122	SECTOR PLAN - CONCOURSE SECTOR 12		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	L1 - Concourse	COX Architects	22 - Building Sector 12																					
	SFS	COX	01	DR	AR	20	L1	23	ARCHITECTURAL SERVICES	SECTOR PLAN		CONCOURSE SECTOR 13	AR20L123	SFS-COX-01-DR-AR20L123	SECTOR PLAN - CONCOURSE SECTOR 13		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	L1 - Concourse	COX Architects	23 - Building Sector 13																					
	SFS	COX	01	DR	AR	20	L1	24	ARCHITECTURAL SERVICES	SECTOR PLAN		CONCOURSE SECTOR 14	AR20L124	SFS-COX-01-DR-AR20L124	SECTOR PLAN - CONCOURSE SECTOR 14		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	L1 - Concourse	COX Architects	24 - Building Sector 14																					
	SFS	COX	01	DR	AR	20	L1	25	ARCHITECTURAL SERVICES	SECTOR PLAN		CONCOURSE SECTOR 15	AR20L125	SFS-COX-01-DR-AR20L125	SECTOR PLAN - CONCOURSE SECTOR 15		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	L1 - Concourse	COX Architects	25 - Building Sector 15																					
	SFS	COX	01	DR	AR	20	L1	26	ARCHITECTURAL SERVICES	SECTOR PLAN		CONCOURSE SECTOR 16	AR20L126	SFS-COX-01-DR-AR20L126	SECTOR PLAN - CONCOURSE SECTOR 16		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	L1 - Concourse	COX Architects	26 - Building Sector 16																					
	SFS	COX	01	DR	AR	20	L1	27	ARCHITECTURAL SERVICES	SECTOR PLAN		CONCOURSE SECTOR 17	AR20L127	SFS-COX-01-DR-AR20L127	SECTOR PLAN - CONCOURSE SECTOR 17		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	L1 - Concourse	COX Architects	27 - Building Sector 17																					
	SFS	COX	01	DR	AR	20	L1	28	ARCHITECTURAL SERVICES	SECTOR PLAN		CONCOURSE SECTOR 18	AR20L128	SFS-COX-01-DR-AR20L128	SECTOR PLAN - CONCOURSE SECTOR 18		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	L1 - Concourse	COX Architects	28 - Building Sector 18																					
	SFS	COX	01	DR	AR	20	L1	29	ARCHITECTURAL SERVICES	SECTOR PLAN		CONCOURSE SECTOR 19	AR20L129	SFS-COX-01-DR-AR20L129	SECTOR PLAN - CONCOURSE SECTOR 19		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	L1 - Concourse	COX Architects	29 - Building Sector 19																					
	SFS	COX	01	DR	AR	20	L1	12	ARCHITECTURAL SERVICES	SECTOR PLAN		CONCOURSE SECTOR 02	AR20L112	SFS-COX-01-DR-AR20L112	SECTOR PLAN - CONCOURSE SECTOR 02		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	L1 - Concourse	COX Architects	12 - Building Sector 2																					
	SFS	COX	01	DR	AR	20	L1	30	ARCHITECTURAL SERVICES	SECTOR PLAN		CONCOURSE SECTOR 20	AR20L130	SFS-COX-01-DR-AR20L130	SECTOR PLAN - CONCOURSE SECTOR 20		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	L1 - Concourse	COX Architects	30 - Building Sector 20																					
	SFS	COX	01	DR	AR	20	L1	31	ARCHITECTURAL SERVICES	SECTOR PLAN		CONCOURSE SECTOR 21	AR20L131	SFS-COX-01-DR-AR20L131	SECTOR PLAN - CONCOURSE SECTOR 21		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	L1 - Concourse	COX Architects	31 - Building Sector 21																					
	SFS	COX	01	DR	AR	20	L1	32	ARCHITECTURAL SERVICES	SECTOR PLAN		CONCOURSE SECTOR 22	AR20L132	SFS-COX-01-DR-AR20L132	SECTOR PLAN - CONCOURSE SECTOR 22		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	L1 - Concourse	COX Architects	32 - Building Sector 22																					
	SFS	COX	01	DR	AR	20	L1	33	ARCHITECTURAL SERVICES	SECTOR PLAN		CONCOURSE SECTOR 23	AR20L133	SFS-COX-01-DR-AR20L133	SECTOR PLAN - CONCOURSE SECTOR 23		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	L1 - Concourse	COX Architects	33 - Building Sector 23																					
	SFS	COX	01	DR	AR	20	L1	34	ARCHITECTURAL SERVICES	SECTOR PLAN		CONCOURSE SECTOR 24	AR20L134	SFS-COX-01-DR-AR20L134	SECTOR PLAN - CONCOURSE SECTOR 24		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	L1 - Concourse	COX Architects	34 - Building Sector 24																					
	SFS	COX	01	DR	AR	20	L1	13	ARCHITECTURAL SERVICES	SECTOR PLAN		CONCOURSE SECTOR 03	AR20L113	SFS-COX-01-DR-AR20L113	SECTOR PLAN - CONCOURSE SECTOR 03		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	L1 - Concourse	COX Architects	13 - Building Sector 3																					
	SFS	COX	01	DR	AR	20	L1	14	ARCHITECTURAL SERVICES	SECTOR PLAN		CONCOURSE SECTOR 04	AR20L114	SFS-COX-01-DR-AR20L114	SECTOR PLAN - CONCOURSE SECTOR 04		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	L1 - Concourse	COX Architects	14 - Building Sector 4																					
	SFS	COX	01	DR	AR	20	L1	15	ARCHITECTURAL SERVICES	SECTOR PLAN		CONCOURSE SECTOR 05	AR20L115	SFS-COX-01-DR-AR20L115	SECTOR PLAN - CONCOURSE SECTOR 05		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	L1 - Concourse	COX Architects	15 - Building Sector 5																					
	SFS	COX	01	DR	AR	20	L1	16	ARCHITECTURAL SERVICES	SECTOR PLAN		CONCOURSE SECTOR 06	AR20L116	SFS-COX-01-DR-AR20L116	SECTOR PLAN - CONCOURSE SECTOR 06		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	L1 - Concourse	COX Architects	16 - Building Sector 6																					
	SFS	COX	01	DR	AR	20	L1	17	ARCHITECTURAL SERVICES	SECTOR PLAN		CONCOURSE SECTOR 07	AR20L117	SFS-COX-01-DR-AR20L117	SECTOR PLAN - CONCOURSE SECTOR 07		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	L1 - Concourse	COX Architects	17 - Building Sector 7																					
	SFS	COX	01	DR	AR	20	L1	18	ARCHITECTURAL SERVICES	SECTOR PLAN		CONCOURSE SECTOR 08	AR20L118	SFS-COX-01-DR-AR20L118	SECTOR PLAN - CONCOURSE SECTOR 08		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	L1 - Concourse	COX Architects	18 - Building Sector 8																					
	SFS	COX	01	DR	AR	20	L1	19	ARCHITECTURAL SERVICES	SECTOR PLAN		CONCOURSE SECTOR 09	AR20L119	SFS-COX-01-DR-AR20L119	SECTOR PLAN - CONCOURSE SECTOR 09		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	L1 - Concourse	COX Architects	19 - Building Sector 9																					
	SFS	COX	01	DR	AR	20	L2	11	ARCHITECTURAL SERVICES	SECTOR PLAN		LEVEL 2 SECTOR 01	AR20L211	SFS-COX-01-DR-AR20L211	SECTOR PLAN - LEVEL 2 SECTOR 01		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	L2 - Level 2	COX Architects	11 - Building Sector 1																					
	SFS	COX	01	DR	AR	20	L2	20	ARCHITECTURAL SERVICES	SECTOR PLAN		LEVEL 2 SECTOR 10	AR20L220	SFS-COX-01-DR-AR20L220	SECTOR PLAN - LEVEL 2 SECTOR 10		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	L2 - Level 2	COX Architects	20 - Building Sector 10																					
	SFS	COX	01	DR	AR	20	L2	12	ARCHITECTURAL SERVICES	SECTOR PLAN		LEVEL 2 SECTOR 02	AR20L212	SFS-COX-01-DR-AR20L212	SECTOR PLAN - LEVEL 2 SECTOR 02		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	L2 - Level 2	COX Architects	12 - Building Sector 2																					
	SFS	COX	01	DR	AR	20	L2	13	ARCHITECTURAL SERVICES	SECTOR PLAN		LEVEL 2 SECTOR 03	AR20L213	SFS-COX-01-DR-AR20L213	SECTOR PLAN - LEVEL 2 SECTOR 03		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	L2 - Level 2	COX Architects	13 - Building Sector 3																					
	SFS	COX	01	DR	AR	20	L2	14	ARCHITECTURAL SERVICES	SECTOR PLAN		LEVEL 2 SECTOR 04	AR20L214	SFS-COX-01-DR-AR20L214	SECTOR PLAN - LEVEL 2 SECTOR 04		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	L2 - Level 2	COX Architects	14 - Building Sector 4																					
	SFS	COX	01	DR	AR	20	L2	15	ARCHITECTURAL SERVICES	SECTOR PLAN		LEVEL 2 SECTOR 05	AR20L215	SFS-COX-01-DR-AR20L215	SECTOR PLAN - LEVEL 2 SECTOR 05		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	L2 - Level 2	COX Architects	15 - Building Sector 5																					
	SFS	COX	01	DR	AR	20	L2	16	ARCHITECTURAL SERVICES	SECTOR PLAN		LEVEL 2 SECTOR 06	AR20L216	SFS-COX-01-DR-AR20L216	SECTOR PLAN - LEVEL 2 SECTOR 06		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	L2 - Level 2	COX Architects	16 - Building Sector 6																					
	SFS	COX	01	DR	AR	20	L2	17	ARCHITECTURAL SERVICES	SECTOR PLAN		LEVEL 2 SECTOR 07	AR20L217	SFS-COX-01-DR-AR20L217	SECTOR PLAN - LEVEL 2 SECTOR 07		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	L2 - Level 2	COX Architects	17 - Building Sector 7																					
	SFS	COX	01	DR	AR	20	L2	18	ARCHITECTURAL SERVICES	SECTOR PLAN		LEVEL 2 SECTOR 08	AR20L218	SFS-COX-01-DR-AR20L218	SECTOR PLAN - LEVEL 2 SECTOR 08		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	L2 - Level 2	COX Architects	18 - Building Sector 8																					
	SFS	COX	01	DR	AR	20	L2	19	ARCHITECTURAL SERVICES	SECTOR PLAN		LEVEL 2 SECTOR 09	AR20L219	SFS-COX-01-DR-AR20L219	SECTOR PLAN - LEVEL 2 SECTOR 09		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	L2 - Level 2	COX Architects	19 - Building Sector 9																					
	SFS	COX	01	DR	AR	20	L3	11	ARCHITECTURAL SERVICES	SECTOR PLAN		LEVEL 3 SECTOR 01	AR20L311	SFS-COX-01-DR-AR20L311	SECTOR PLAN - LEVEL 3 SECTOR 01		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	L3 - Level 3	COX Architects	11 - Building Sector 1																					
	SFS	COX	01	DR	AR	20	L3	20	ARCHITECTURAL SERVICES	SECTOR PLAN		LEVEL 3 SECTOR 10	AR20L320	SFS-COX-01-DR-AR20L320	SECTOR PLAN - LEVEL 3 SECTOR 10		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	L3 - Level 3	COX Architects	20 - Building Sector 10																					
	SFS	COX	01	DR	AR	20	L3	12	ARCHITECTURAL SERVICES	SECTOR PLAN		LEVEL 3 SECTOR 02	AR20L312	SFS-COX-01-DR-AR20L312	SECTOR PLAN - LEVEL 3 SECTOR 02		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	L3 - Level 3	COX Architects	12 - Building Sector 2																					
	SFS	COX	01	DR	AR	20	L3	13	ARCHITECTURAL SERVICES	SECTOR PLAN		LEVEL 3 SECTOR 03	AR20L313	SFS-COX-01-DR-AR20L313	SECTOR PLAN - LEVEL 3 SECTOR 03		SYDNEY	ARCHITECTURE			0	1	100	A0	2D Drawing	Architectural	Design Development	L3 - Level 3	COX Architects	13 - Building Sector 3																					
